problem_id,title,company,frequency,difficulty,topics,acceptance_rate,premium,category,likes,dislikes,url,freq_score,difficulty_num,relevance_score
1680,Concatenation of Consecutive Binary Numbers,Google,3.0,Medium,"Math, Bit Manipulation, Simulation",56.74,False,Algorithms,1441,437,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,0.04,2,0.224
1679,Max Number of K-Sum Pairs,Amazon,2.0,Medium,"Array, Hash Table, Two Pointers, Sorting",56.47,False,Algorithms,3447,110,https://leetcode.com/problems/max-number-of-k-sum-pairs,0.0086,2,0.2052
1675,Minimize Deviation in Array,Amazon,2.0,Hard,"Array, Greedy, Heap (Priority Queue), Ordered Set",53.93,False,Algorithms,3074,175,https://leetcode.com/problems/minimize-deviation-in-array,0.0086,3,0.1385
1673,Find the Most Competitive Subsequence,Google,2.0,Medium,"Array, Stack, Greedy, Monotonic Stack",52.08,False,Algorithms,2149,101,https://leetcode.com/problems/find-the-most-competitive-subsequence,0.0267,2,0.216
1670,Design Front Middle Back Queue,Amazon,3.0,Medium,"Array, Linked List, Design, Queue, Data Stream",56.36,False,Algorithms,797,111,https://leetcode.com/problems/design-front-middle-back-queue,0.0172,2,0.2103
1658,Minimum Operations to Reduce X to Zero,Google,3.0,Medium,"Array, Hash Table, Binary Search, Sliding Window, Prefix Sum",40.15,False,Algorithms,5634,125,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,0.04,2,0.224
1658,Minimum Operations to Reduce X to Zero,Amazon,2.0,Medium,"Array, Hash Table, Binary Search, Sliding Window, Prefix Sum",40.15,False,Algorithms,5634,125,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,0.0086,2,0.2052
1650,Lowest Common Ancestor of a Binary Tree III,Amazon,3.0,Medium,"Hash Table, Two Pointers, Tree, Binary Tree",82.63,True,Algorithms,1513,59,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,0.0172,2,0.2103
1650,Lowest Common Ancestor of a Binary Tree III,Google,3.0,Medium,"Hash Table, Two Pointers, Tree, Binary Tree",82.63,True,Algorithms,1513,59,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,0.04,2,0.224
1642,Furthest Building You Can Reach,Amazon,5.0,Medium,"Array, Greedy, Heap (Priority Queue)",50.44,False,Algorithms,6123,146,https://leetcode.com/problems/furthest-building-you-can-reach,0.0345,2,0.2207
1642,Furthest Building You Can Reach,Google,3.0,Medium,"Array, Greedy, Heap (Priority Queue)",50.44,False,Algorithms,6123,146,https://leetcode.com/problems/furthest-building-you-can-reach,0.04,2,0.224
1641,Count Sorted Vowel Strings,Google,3.0,Medium,"Math, Dynamic Programming, Combinatorics",78.97,False,Algorithms,3912,93,https://leetcode.com/problems/count-sorted-vowel-strings,0.04,2,0.224
1636,Sort Array by Increasing Frequency,Amazon,5.0,Easy,"Array, Hash Table, Sorting",80.36,False,Algorithms,3600,173,https://leetcode.com/problems/sort-array-by-increasing-frequency,0.0345,1,0.4207
1636,Sort Array by Increasing Frequency,Google,2.0,Easy,"Array, Hash Table, Sorting",80.36,False,Algorithms,3600,173,https://leetcode.com/problems/sort-array-by-increasing-frequency,0.0267,1,0.416
1629,Slowest Key,Amazon,17.0,Easy,"Array, String",59.31,False,Algorithms,787,113,https://leetcode.com/problems/slowest-key,0.1379,1,0.4827
1628,Design an Expression Tree With Evaluate Function,Amazon,7.0,Medium,"Array, Math, Stack, Tree, Design, Binary Tree",82.38,True,Algorithms,543,74,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function,0.0517,2,0.231
1624,Largest Substring Between Two Equal Characters,Google,2.0,Easy,"Hash Table, String",68.22,False,Algorithms,1383,68,https://leetcode.com/problems/largest-substring-between-two-equal-characters,0.0267,1,0.416
1619,Mean of Array After Removing Some Elements,Google,1.0,Easy,"Array, Sorting",70.65,False,Algorithms,522,133,https://leetcode.com/problems/mean-of-array-after-removing-some-elements,0.0133,1,0.408
1608,Special Array With X Elements Greater Than or Equal X,Google,1.0,Easy,"Array, Binary Search, Sorting",66.7,False,Algorithms,2301,462,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,0.0133,1,0.408
1603,Design Parking System,Amazon,12.0,Easy,"Design, Simulation, Counting",87.1,False,Algorithms,2018,455,https://leetcode.com/problems/design-parking-system,0.0948,1,0.4569
1601,Maximum Number of Achievable Transfer Requests,Amazon,1.0,Hard,"Array, Backtracking, Bit Manipulation, Enumeration",64.51,False,Algorithms,1469,73,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,0.0,3,0.1333
1592,Rearrange Spaces Between Words,Google,4.0,Easy,String,43.99,False,Algorithms,481,352,https://leetcode.com/problems/rearrange-spaces-between-words,0.0533,1,0.432
1588,Sum of All Odd Length Subarrays,Amazon,2.0,Easy,"Array, Math, Prefix Sum",83.63,False,Algorithms,3821,321,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,0.0086,1,0.4052
1574,Shortest Subarray to be Removed to Make Array Sorted,Amazon,4.0,Medium,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack",51.39,False,Algorithms,2407,157,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,0.0259,2,0.2155
1572,Matrix Diagonal Sum,Amazon,2.0,Easy,"Array, Matrix",83.8,False,Algorithms,3655,61,https://leetcode.com/problems/matrix-diagonal-sum,0.0086,1,0.4052
1570,Dot Product of Two Sparse Vectors,Google,4.0,Medium,"Array, Hash Table, Two Pointers, Design",89.92,True,Algorithms,1290,166,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,0.0533,2,0.232
1570,Dot Product of Two Sparse Vectors,Amazon,2.0,Medium,"Array, Hash Table, Two Pointers, Design",89.92,True,Algorithms,1290,166,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,0.0086,2,0.2052
1567,Maximum Length of Subarray With Positive Product,Amazon,29.0,Medium,"Array, Dynamic Programming, Greedy",44.49,False,Algorithms,2466,77,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product,0.2414,2,0.3448
1558,Minimum Numbers of Function Calls to Make Target Array,Amazon,1.0,Medium,"Array, Greedy, Bit Manipulation",62.69,False,Algorithms,642,37,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array,0.0,2,0.2
1557,Minimum Number of Vertices to Reach All Nodes,Google,2.0,Medium,Graph,81.24,False,Algorithms,3812,133,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes,0.0267,2,0.216
1557,Minimum Number of Vertices to Reach All Nodes,Amazon,2.0,Medium,Graph,81.24,False,Algorithms,3812,133,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes,0.0086,2,0.2052
1544,Make The String Great,Google,1.0,Easy,"String, Stack",68.29,False,Algorithms,3166,181,https://leetcode.com/problems/make-the-string-great,0.0133,1,0.408
1539,Kth Missing Positive Number,Google,2.0,Easy,"Array, Binary Search",62.6,False,Algorithms,7511,533,https://leetcode.com/problems/kth-missing-positive-number,0.0267,1,0.416
1539,Kth Missing Positive Number,Amazon,2.0,Easy,"Array, Binary Search",62.6,False,Algorithms,7511,533,https://leetcode.com/problems/kth-missing-positive-number,0.0086,1,0.4052
1534,Count Good Triplets,Google,2.0,Easy,"Array, Enumeration",85.5,False,Algorithms,1167,1245,https://leetcode.com/problems/count-good-triplets,0.0267,1,0.416
1528,Shuffle String,Google,2.0,Easy,"Array, String",85.17,False,Algorithms,2856,537,https://leetcode.com/problems/shuffle-string,0.0267,1,0.416
1526,Minimum Number of Increments on Subarrays to Form a Target Array,Google,4.0,Hard,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack",72.63,False,Algorithms,1644,81,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array,0.0533,3,0.1653
1525,Number of Good Ways to Split a String,Amazon,2.0,Medium,"Hash Table, String, Dynamic Programming, Bit Manipulation",68.4,False,Algorithms,2096,51,https://leetcode.com/problems/number-of-good-ways-to-split-a-string,0.0086,2,0.2052
1524,Number of Sub-arrays With Odd Sum,Google,2.0,Medium,"Array, Math, Dynamic Programming, Prefix Sum",55.93,False,Algorithms,2038,98,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum,0.0267,2,0.216
1523,Count Odd Numbers in an Interval Range,Amazon,2.0,Easy,Math,50.66,False,Algorithms,2807,163,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,0.0086,1,0.4052
1518,Water Bottles,Amazon,2.0,Easy,"Math, Simulation",70.66,False,Algorithms,1769,143,https://leetcode.com/problems/water-bottles,0.0086,1,0.4052
1514,Path with Maximum Probability,Google,5.0,Medium,"Array, Graph, Heap (Priority Queue), Shortest Path",65.34,False,Algorithms,3798,108,https://leetcode.com/problems/path-with-maximum-probability,0.0667,2,0.24
1512,Number of Good Pairs,Amazon,3.0,Easy,"Array, Hash Table, Math, Counting",89.64,False,Algorithms,5722,280,https://leetcode.com/problems/number-of-good-pairs,0.0172,1,0.4103
1508,Range Sum of Sorted Subarray Sums,Google,1.0,Medium,"Array, Two Pointers, Binary Search, Sorting, Prefix Sum",63.1,False,Algorithms,1572,264,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,0.0133,2,0.208
1502,Can Make Arithmetic Progression From Sequence,Amazon,1.0,Easy,"Array, Sorting",69.45,False,Algorithms,2217,112,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence,0.0,1,0.4
1496,Path Crossing,Google,2.0,Easy,"Hash Table, String",62.53,False,Algorithms,1529,48,https://leetcode.com/problems/path-crossing,0.0267,1,0.416
1492,The kth Factor of n,Amazon,25.0,Medium,"Math, Number Theory",69.69,False,Algorithms,1901,308,https://leetcode.com/problems/the-kth-factor-of-n,0.2069,2,0.3241
1491,Average Salary Excluding the Minimum and Maximum Salary,Amazon,2.0,Easy,"Array, Sorting",63.44,False,Algorithms,2257,187,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary,0.0086,1,0.4052
1490,Clone N-ary Tree,Google,2.0,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search",83.15,True,Algorithms,423,16,https://leetcode.com/problems/clone-n-ary-tree,0.0267,2,0.216
1482,Minimum Number of Days to Make m Bouquets,Google,2.0,Medium,"Array, Binary Search",55.64,False,Algorithms,5281,297,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,0.0267,2,0.216
1481,Least Number of Unique Integers after K Removals,Amazon,5.0,Medium,"Array, Hash Table, Greedy, Sorting, Counting",63.5,False,Algorithms,2301,232,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,0.0345,2,0.2207
1475,Final Prices With a Special Discount in a Shop,Amazon,2.0,Easy,"Array, Stack, Monotonic Stack",83.4,False,Algorithms,2764,140,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,0.0086,1,0.4052
1472,Design Browser History,Amazon,3.0,Medium,"Array, Linked List, Stack, Design, Doubly-Linked List, Data Stream",77.86,False,Algorithms,4042,257,https://leetcode.com/problems/design-browser-history,0.0172,2,0.2103
1471,The k Strongest Values in an Array,Google,1.0,Medium,"Array, Two Pointers, Sorting",62.04,False,Algorithms,718,164,https://leetcode.com/problems/the-k-strongest-values-in-an-array,0.0133,2,0.208
1470,Shuffle the Array,Amazon,2.0,Easy,Array,88.89,False,Algorithms,6023,331,https://leetcode.com/problems/shuffle-the-array,0.0086,1,0.4052
1466,Reorder Routes to Make All Paths Lead to the City Zero,Amazon,3.0,Medium,"Depth-First Search, Breadth-First Search, Graph",65.22,False,Algorithms,4503,140,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,0.0172,2,0.2103
1461,Check If a String Contains All Binary Codes of Size K,Google,1.0,Medium,"Hash Table, String, Bit Manipulation, Rolling Hash, Hash Function",56.69,False,Algorithms,2309,100,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,0.0133,2,0.208
1456,Maximum Number of Vowels in a Substring of Given Length,Amazon,1.0,Medium,"String, Sliding Window",60.75,False,Algorithms,3780,145,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,0.0,2,0.2
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Amazon,2.0,Easy,"Two Pointers, String, String Matching",68.71,False,Algorithms,1300,59,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,0.0086,1,0.4052
